"packageId","routeId","moduleId","lessonId","activityId","activityOrder","visibleTitle","practiceType","macroStage","trackRole","archetype","helpAvailable","independentDemonstration","transfer","retention","requestedEvidence","physicalCompetenceClaim","physicalExecutionDeclared","currentEvidenceLevel","recommendedEvidenceLevel","evidenceProfile","executionTier","risk","operationalRisk","objectiveAlignment","recommendedAction","issueIds","rootCauseIds","manualReviewRequired"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.medir-el-tiempo","lesson.encyclopedia.history-language.medir-el-tiempo","activity.encyclopedia.history-language.medir-el-tiempo","1","Explicar y transferir: Medir el tiempo: referencia, oscilador y contador","guided-practice / guided-practice","1-understand-watch-as-system","enrichment","historical-comparison","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.medir-el-tiempo:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.medir-el-tiempo""],""classificationMethod"":""curated-override"",""confidence"":""high""}","simulation","normal","normal","aligned","manual-review","[]","[]","true"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.del-reloj-fijo-al-portatil","lesson.encyclopedia.history-language.del-reloj-fijo-al-portatil","activity.encyclopedia.history-language.del-reloj-fijo-al-portatil","1","Explicar y transferir: Del reloj fijo al reloj portátil","guided-practice / guided-practice","1-understand-watch-as-system","enrichment","historical-comparison","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.del-reloj-fijo-al-portatil:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.del-reloj-fijo-al-portatil""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.evolucion-de-los-escapes","lesson.encyclopedia.history-language.evolucion-de-los-escapes","activity.encyclopedia.history-language.evolucion-de-los-escapes","1","Explicar y transferir: Evolución de los escapes y de la regulación","guided-practice / guided-practice","1-understand-watch-as-system","enrichment","historical-comparison","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.evolucion-de-los-escapes:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.evolucion-de-los-escapes""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.industrializacion-y-familias","lesson.encyclopedia.history-language.industrializacion-y-familias","activity.encyclopedia.history-language.industrializacion-y-familias","1","Explicar y transferir: Industrialización, ébauches y familias de calibres","guided-practice / guided-practice","1-understand-watch-as-system","enrichment","historical-comparison","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.industrializacion-y-familias:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.industrializacion-y-familias""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.transicion-electromecanica-cuarzo","lesson.encyclopedia.history-language.transicion-electromecanica-cuarzo","activity.encyclopedia.history-language.transicion-electromecanica-cuarzo","1","Explicar y transferir: De lo electromecánico al cuarzo","guided-practice / guided-practice","1-understand-watch-as-system","enrichment","historical-comparison","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.transicion-electromecanica-cuarzo:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.transicion-electromecanica-cuarzo""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.leer-documentacion","lesson.encyclopedia.history-language.leer-documentacion","activity.encyclopedia.history-language.leer-documentacion","1","Explicar y transferir: Leer nombres, especificaciones, planos y manuales","guided-practice / guided-practice","1-understand-watch-as-system","core","inspection","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.leer-documentacion:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.leer-documentacion""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.toh-tiempo-escalas","lesson.encyclopedia.history-language.toh-tiempo-escalas","activity.encyclopedia.history-language.toh-tiempo-escalas","1","Explicar y transferir: Tiempo, escalas y calendario civil","guided-practice / guided-practice","1-understand-watch-as-system","enrichment","historical-comparison","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.toh-tiempo-escalas:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.toh-tiempo-escalas""],""classificationMethod"":""curated-override"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.toh-instrumentos-principios","lesson.encyclopedia.history-language.toh-instrumentos-principios","activity.encyclopedia.history-language.toh-instrumentos-principios","1","Explicar y transferir: Instrumentos de tiempo: flujo, oscilación y conteo","guided-practice / guided-practice","1-understand-watch-as-system","enrichment","historical-comparison","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.toh-instrumentos-principios:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.toh-instrumentos-principios""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.toh-cronometro-precision","lesson.encyclopedia.history-language.toh-cronometro-precision","activity.encyclopedia.history-language.toh-cronometro-precision","1","Explicar y transferir: Reloj, cronómetro, precisión y exactitud","explanation / transfer","1-understand-watch-as-system","reference-only","mechanism-explanation","[""support:independent"",""worked-example"",""graduated-attempts""]","true","true","false","[""evidence.encyclopedia.history-language.toh-cronometro-precision:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.history-language.toh-cronometro-precision""],""classificationMethod"":""curated-override"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.workstation","lesson.quartz2035.workstation","activity.quartz2035.prepare-workbench","1","Preparar el banco","guided-practice / guided-practice","0-prepare-bench-and-control","core","bench-procedure","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.preparation:observation"",""evidence.quartz2035.safety:observation""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.quartz2035.preparation"",""evidence.quartz2035.safety""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","manual-review","[]","[]","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.workstation","lesson.quartz2035.workstation","activity.quartz2035.detect-unsafe-conditions","2","Detectar condiciones inseguras","prediction / diagnostic","0-prepare-bench-and-control","core","bench-procedure","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.preparation:observation"",""evidence.quartz2035.safety:observation""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.quartz2035.preparation"",""evidence.quartz2035.safety""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","manual-review","[]","[]","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.tools","lesson.quartz2035.tools","activity.quartz2035.select-tools","1","Seleccionar herramientas","guided-practice / guided-practice","0-prepare-bench-and-control","core","visual-anatomy","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.tool:observation""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.quartz2035.tool""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","partial","manual-review","[]","[]","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.tools","lesson.quartz2035.tools","activity.quartz2035.reject-wrong-tool","2","Rechazar una herramienta inadecuada","prediction / guided-practice","0-prepare-bench-and-control","core","visual-anatomy","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.tool:observation""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.quartz2035.tool""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","partial","manual-review","[]","[]","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.observe","lesson.quartz2035.observe","activity.quartz2035.identify-movement-zones","1","Identificar zonas del movimiento","observation-3d / guided-practice","3-observe-measure-diagnose","core","inspection","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.observation:observation""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.quartz2035.observation""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","partial","manual-review","[]","[]","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.observe","lesson.quartz2035.observe","activity.quartz2035.record-initial-condition","2","Registrar el estado inicial","guided-practice / guided-practice","3-observe-measure-diagnose","core","inspection","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.observation:observation""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.quartz2035.observation""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","partial","manual-review","[]","[]","true"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.banco-y-seguridad","lesson.encyclopedia.workshop-tools-materials.banco-y-seguridad","activity.encyclopedia.workshop-tools-materials.banco-y-seguridad","1","Explicar y transferir: Banco, postura, orden y seguridad","guided-practice / guided-practice","0-prepare-bench-and-control","enrichment","bench-procedure","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.banco-y-seguridad:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.workshop-tools-materials.banco-y-seguridad""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","caution","caution","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion","lesson.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion","activity.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion","1","Explicar y transferir: Observación, óptica y manipulación","guided-practice / guided-practice","2-understand-mechanical-systems","enrichment","visual-anatomy","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.herramientas-y-afilado","lesson.encyclopedia.workshop-tools-materials.herramientas-y-afilado","activity.encyclopedia.workshop-tools-materials.herramientas-y-afilado","1","Explicar y transferir: Herramientas de mano, ajuste y afilado","guided-practice / guided-practice","2-understand-mechanical-systems","enrichment","visual-anatomy","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.herramientas-y-afilado:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.workshop-tools-materials.herramientas-y-afilado""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.materiales-relojeros","lesson.encyclopedia.workshop-tools-materials.materiales-relojeros","activity.encyclopedia.workshop-tools-materials.materiales-relojeros","1","Explicar y transferir: Materiales relojeros y propiedades funcionales","guided-practice / guided-practice","2-understand-mechanical-systems","enrichment","visual-anatomy","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.materiales-relojeros:answer""]","false","false","K","V","{""modalities"":[""K"",""V""],""primaryModality"":""V"",""knowledgeExplanationRequired"":true,""virtualDemonstrationRequired"":true,""physicalExecutionRequired"":false,""measuredOrReviewedResultRequired"":false,""physicalCompetenceClaim"":false,""reviewerRequired"":false,""measurableAcceptanceCriteria"":[],""evidenceArtifacts"":[""evidence.encyclopedia.workshop-tools-materials.materiales-relojeros""],""classificationMethod"":""explicit-metadata"",""confidence"":""high""}","simulation","normal","normal","aligned","keep","[]","[]","false"
